"[Município]","Cód. IBGE","UF","Região","Fabricante","Total de doses aplicadas","1ª Dose D1","2ª Dose D2","Dose Adicional DA","Dose Reforço DR","Dose Única DU"
"Roque Gonzales","00000000431630","RS","Sul","FIOCRUZ/ASTRAZENECA","6,706","3,371","3,209","0","126","0"
"Roque Gonzales","00000000431630","RS","Sul","JANSSEN","267","0","0","0","112","155"
"Roque Gonzales","00000000431630","RS","Sul","PFIZER/BIONTECH","4,375","1,118","821","18","2,418","0"
"Rorainópolis","00000000140047","RR","Norte","BUTANTAN/SINOVAC","10,058","5,217","4,841","0","0","0"
"Rorainópolis","00000000140047","RR","Norte","FIOCRUZ/ASTRAZENECA","31,623","17,318","14,293","4","8","0"
"Rorainópolis","00000000140047","RR","Norte","JANSSEN","412","0","0","0","23","389"
"Rorainópolis","00000000140047","RR","Norte","PFIZER/BIONTECH","25,028","14,001","7,625","306","3,096","0"
"Rosana","00000000354425","SP","Sudeste","BUTANTAN/SINOVAC","11,547","5,484","5,182","15","866","0"
"Rosana","00000000354425","SP","Sudeste","FIOCRUZ/ASTRAZENECA","11,290","5,395","5,661","0","234","0"
"Rosana","00000000354425","SP","Sudeste","JANSSEN","609","0","0","0","226","383"
"Rosana","00000000354425","SP","Sudeste","PFIZER/BIONTECH","12,923","4,098","3,838","19","4,968","0"
"Rosário","00000000210960","MA","Nordeste","BUTANTAN/SINOVAC","10,357","5,666","4,684","1","6","0"
"Rosário","00000000210960","MA","Nordeste","FIOCRUZ/ASTRAZENECA","19,543","10,106","9,419","5","13","0"
"Rosário","00000000210960","MA","Nordeste","JANSSEN","471","0","0","0","135","336"
"Rosário","00000000210960","MA","Nordeste","PFIZER/BIONTECH","29,470","12,584","10,115","195","6,576","0"
"Rosário Da Limeira","00000000315645","MG","Sudeste","BUTANTAN/SINOVAC","1,751","929","822","0","0","0"
"Rosário Da Limeira","00000000315645","MG","Sudeste","FIOCRUZ/ASTRAZENECA","2,374","1,828","546","0","0","0"
"Rosário Da Limeira","00000000315645","MG","Sudeste","JANSSEN","98","0","0","0","0","98"
"Rosário Da Limeira","00000000315645","MG","Sudeste","PFIZER/BIONTECH","487","444","34","0","9","0"
"Rosário Do Catete","00000000280610","SE","Nordeste","BUTANTAN/SINOVAC","4,724","2,676","2,048","0","0","0"
"Rosário Do Catete","00000000280610","SE","Nordeste","FIOCRUZ/ASTRAZENECA","5,257","2,691","2,521","2","43","0"
"Rosário Do Catete","00000000280610","SE","Nordeste","JANSSEN","195","0","0","0","90","105"
"Rosário Do Catete","00000000280610","SE","Nordeste","PFIZER/BIONTECH","7,329","2,953","2,188","1","2,187","0"
"Rosário Do Ivaí","00000000412265","PR","Sul","BUTANTAN/SINOVAC","2,575","1,303","1,272","0","0","0"
"Rosário Do Ivaí","00000000412265","PR","Sul","FIOCRUZ/ASTRAZENECA","3,718","1,899","1,819","0","0","0"
"Rosário Do Ivaí","00000000412265","PR","Sul","JANSSEN","119","0","0","0","43","76"
"Rosário Do Ivaí","00000000412265","PR","Sul","PFIZER/BIONTECH","4,030","1,508","1,111","0","1,411","0"
"Rosário Do Sul","00000000431640","RS","Sul","BUTANTAN/SINOVAC","15,524","8,337","7,125","3","59","0"
"Rosário Do Sul","00000000431640","RS","Sul","FIOCRUZ/ASTRAZENECA","25,520","13,403","12,114","0","3","0"
"Rosário Do Sul","00000000431640","RS","Sul","JANSSEN","1,522","0","0","45","524","953"
"Rosário Do Sul","00000000431640","RS","Sul","PFIZER/BIONTECH","32,176","10,360","8,341","447","13,028","0"
"Rosário Oeste","00000000510770","MT","Centro-Oeste","BUTANTAN/SINOVAC","5,379","2,737","2,635","0","7","0"
"Rosário Oeste","00000000510770","MT","Centro-Oeste","FIOCRUZ/ASTRAZENECA","9,841","5,082","4,757","0","2","0"
"Rosário Oeste","00000000510770","MT","Centro-Oeste","JANSSEN","623","0","0","0","213","410"
"Rosário Oeste","00000000510770","MT","Centro-Oeste","PFIZER/BIONTECH","11,417","4,560","3,667","0","3,190","0"
"Roseira","00000000354430","SP","Sudeste","BUTANTAN/SINOVAC","6,670","3,058","2,787","6","819","0"
"Roseira","00000000354430","SP","Sudeste","FIOCRUZ/ASTRAZENECA","6,711","3,385","3,069","0","257","0"
"Roseira","00000000354430","SP","Sudeste","JANSSEN","417","0","0","0","69","348"
"Roseira","00000000354430","SP","Sudeste","PFIZER/BIONTECH","6,925","2,568","2,708","6","1,643","0"
"Roteiro","00000000270780","AL","Nordeste","BUTANTAN/SINOVAC","2,091","1,287","802","0","2","0"
"Roteiro","00000000270780","AL","Nordeste","FIOCRUZ/ASTRAZENECA","1,648","845","802","0","1","0"
"Roteiro","00000000270780","AL","Nordeste","JANSSEN","75","0","0","0","25","50"
"Roteiro","00000000270780","AL","Nordeste","PFIZER/BIONTECH","6,105","2,952","2,247","0","906","0"
"Rubelita","00000000315650","MG","Sudeste","BUTANTAN/SINOVAC","1,270","594","676","0","0","0"
"Rubelita","00000000315650","MG","Sudeste","FIOCRUZ/ASTRAZENECA","3,548","2,304","1,185","1","58","0"
"Rubelita","00000000315650","MG","Sudeste","JANSSEN","100","0","0","1","10","89"
"Rubelita","00000000315650","MG","Sudeste","PFIZER/BIONTECH","1,288","704","178","3","403","0"
"Rubiácea","00000000354440","SP","Sudeste","BUTANTAN/SINOVAC","1,801","742","754","1","304","0"
"Rubiácea","00000000354440","SP","Sudeste","FIOCRUZ/ASTRAZENECA","1,877","1,112","728","0","37","0"
"Rubiácea","00000000354440","SP","Sudeste","JANSSEN","66","0","0","0","17","49"
"Rubiácea","00000000354440","SP","Sudeste","PFIZER/BIONTECH","2,327","668","1,014","25","620","0"
"Rubiataba","00000000521890","GO","Centro-Oeste","BUTANTAN/SINOVAC","7,197","3,661","3,536","0","0","0"
"Rubiataba","00000000521890","GO","Centro-Oeste","FIOCRUZ/ASTRAZENECA","14,577","7,250","7,327","0","0","0"
"Rubiataba","00000000521890","GO","Centro-Oeste","JANSSEN","237","0","0","0","100","137"
"Rubiataba","00000000521890","GO","Centro-Oeste","PFIZER/BIONTECH","15,904","5,661","4,712","39","5,492","0"
"Rubim","00000000315660","MG","Sudeste","BUTANTAN/SINOVAC","3,560","1,836","1,723","0","1","0"
"Rubim","00000000315660","MG","Sudeste","FIOCRUZ/ASTRAZENECA","5,614","2,947","2,665","0","2","0"
"Rubim","00000000315660","MG","Sudeste","JANSSEN","179","0","0","15","48","116"
"Rubim","00000000315660","MG","Sudeste","PFIZER/BIONTECH","6,514","2,429","1,648","614","1,823","0"
"Rubinéia","00000000354450","SP","Sudeste","BUTANTAN/SINOVAC","3,201","1,283","1,265","3","650","0"
"Rubinéia","00000000354450","SP","Sudeste","FIOCRUZ/ASTRAZENECA","3,137","1,666","1,457","0","14","0"
"Rubinéia","00000000354450","SP","Sudeste","JANSSEN","142","0","0","0","38","104"
"Rubinéia","00000000354450","SP","Sudeste","PFIZER/BIONTECH","2,427","828","798","128","673","0"
"Rurópolis","00000000150619","PA","Norte","BUTANTAN/SINOVAC","6,577","3,716","2,852","2","7","0"
"Rurópolis","00000000150619","PA","Norte","FIOCRUZ/ASTRAZENECA","16,201","8,995","7,189","0","17","0"
"Rurópolis","00000000150619","PA","Norte","JANSSEN","883","0","0","3","12","868"
"Rurópolis","00000000150619","PA","Norte","PFIZER/BIONTECH","5,970","2,867","1,517","155","1,431","0"
"Russas","00000000231180","CE","Nordeste","BUTANTAN/SINOVAC","13,052","6,736","6,305","2","9","0"
"Russas","00000000231180","CE","Nordeste","FIOCRUZ/ASTRAZENECA","12,022","6,578","5,203","0","241","0"
"Russas","00000000231180","CE","Nordeste","JANSSEN","982","0","0","0","974","8"
"Russas","00000000231180","CE","Nordeste","PFIZER/BIONTECH","14,633","587","748","557","12,741","0"
"Ruy Barbosa","00000000241110","RN","Nordeste","BUTANTAN/SINOVAC","1,486","762","723","0","1","0"
"Ruy Barbosa","00000000241110","RN","Nordeste","FIOCRUZ/ASTRAZENECA","1,822","915","904","3","0","0"
"Ruy Barbosa","00000000241110","RN","Nordeste","JANSSEN","103","0","0","0","39","64"
"Ruy Barbosa","00000000241110","RN","Nordeste","PFIZER/BIONTECH","2,687","982","859","7","839","0"
"Ruy Barbosa","00000000292720","BA","Nordeste","BUTANTAN/SINOVAC","12,923","6,995","5,925","0","3","0"
"Ruy Barbosa","00000000292720","BA","Nordeste","FIOCRUZ/ASTRAZENECA","16,155","8,320","7,817","0","18","0"
"Ruy Barbosa","00000000292720","BA","Nordeste","JANSSEN","410","0","0","5","46","359"
"Ruy Barbosa","00000000292720","BA","Nordeste","PFIZER/BIONTECH","21,927","8,662","6,619","25","6,621","0"
"Sabará","00000000315670","MG","Sudeste","BUTANTAN/SINOVAC","52,729","28,360","24,364","2","3","0"
"Sabará","00000000315670","MG","Sudeste","FIOCRUZ/ASTRAZENECA","65,510","33,188","31,995","5","322","0"
"Sabará","00000000315670","MG","Sudeste","JANSSEN","3,650","0","0","93","1,236","2,321"
"Sabará","00000000315670","MG","Sudeste","PFIZER/BIONTECH","101,373","43,028","30,455","299","27,591","0"
"Sabáudia","00000000412270","PR","Sul","BUTANTAN/SINOVAC","3,662","1,995","1,660","1","6","0"
"Sabáudia","00000000412270","PR","Sul","FIOCRUZ/ASTRAZENECA","4,861","2,484","2,374","1","2","0"
"Sabáudia","00000000412270","PR","Sul","JANSSEN","281","0","0","0","108","173"
"Sabáudia","00000000412270","PR","Sul","PFIZER/BIONTECH","5,992","2,343","1,828","55","1,766","0"
"Sabino","00000000354460","SP","Sudeste","BUTANTAN/SINOVAC","3,496","1,613","1,538","2","343","0"
"Sabino","00000000354460","SP","Sudeste","FIOCRUZ/ASTRAZENECA","3,721","1,821","1,844","18","38","0"
"Sabino","00000000354460","SP","Sudeste","JANSSEN","198","0","0","0","48","150"
"Sabino","00000000354460","SP","Sudeste","PFIZER/BIONTECH","3,718","1,260","1,061","62","1,335","0"
"Sabinópolis","00000000315680","MG","Sudeste","BUTANTAN/SINOVAC","4,978","2,694","2,284","0","0","0"
"Sabinópolis","00000000315680","MG","Sudeste","FIOCRUZ/ASTRAZENECA","11,007","5,693","5,313","0","1","0"
"Sabinópolis","00000000315680","MG","Sudeste","JANSSEN","295","0","0","0","120","175"
"Sabinópolis","00000000315680","MG","Sudeste","PFIZER/BIONTECH","11,851","4,203","3,203","82","4,363","0"
"Saboeiro","00000000231190","CE","Nordeste","BUTANTAN/SINOVAC","2,981","1,563","1,418","0","0","0"
"Saboeiro","00000000231190","CE","Nordeste","FIOCRUZ/ASTRAZENECA","1,984","1,107","877","0","0","0"
"Saboeiro","00000000231190","CE","Nordeste","JANSSEN","79","0","0","0","79","0"
"Saboeiro","00000000231190","CE","Nordeste","PFIZER/BIONTECH","2,583","2","19","0","2,562","0"
"Sacramento","00000000315690","MG","Sudeste","BUTANTAN/SINOVAC","10,840","5,921","4,917","1","1","0"
"Sacramento","00000000315690","MG","Sudeste","FIOCRUZ/ASTRAZENECA","16,590","8,465","8,109","3","13","0"
"Sacramento","00000000315690","MG","Sudeste","JANSSEN","1,525","0","0","61","480","984"
"Sacramento","00000000315690","MG","Sudeste","PFIZER/BIONTECH","19,860","7,397","5,749","506","6,208","0"
"Sagrada Família","00000000431642","RS","Sul","BUTANTAN/SINOVAC","1,012","538","474","0","0","0"
"Sagrada Família","00000000431642","RS","Sul","FIOCRUZ/ASTRAZENECA","1,746","888","858","0","0","0"
"Sagrada Família","00000000431642","RS","Sul","JANSSEN","111","0","0","0","47","64"
"Sagrada Família","00000000431642","RS","Sul","PFIZER/BIONTECH","2,076","644","547","2","883","0"
"Sagres","00000000354470","SP","Sudeste","BUTANTAN/SINOVAC","1,703","770","722","9","202","0"
"Sagres","00000000354470","SP","Sudeste","FIOCRUZ/ASTRAZENECA","1,703","899","749","1","54","0"
"Sagres","00000000354470","SP","Sudeste","JANSSEN","75","0","0","1","24","50"
"Sagres","00000000354470","SP","Sudeste","PFIZER/BIONTECH","1,429","455","507","11","456","0"
"Sairé","00000000261200","PE","Nordeste","BUTANTAN/SINOVAC","4,072","2,130","1,938","0","4","0"
"Sairé","00000000261200","PE","Nordeste","FIOCRUZ/ASTRAZENECA","5,932","2,961","2,758","0","213","0"
"Sairé","00000000261200","PE","Nordeste","JANSSEN","157","0","0","0","37","120"
"Sairé","00000000261200","PE","Nordeste","PFIZER/BIONTECH","8,239","3,847","1,972","0","2,420","0"
"Saldanha Marinho","00000000431643","RS","Sul","BUTANTAN/SINOVAC","1,449","738","711","0","0","0"
"Saldanha Marinho","00000000431643","RS","Sul","FIOCRUZ/ASTRAZENECA","1,884","953","931","0","0","0"
"Saldanha Marinho","00000000431643","RS","Sul","JANSSEN","87","0","0","0","10","77"
"Saldanha Marinho","00000000431643","RS","Sul","PFIZER/BIONTECH","2,730","684","586","10","1,450","0"
"Sales","00000000354480","SP","Sudeste","BUTANTAN/SINOVAC","4,021","1,946","1,860","6","209","0"
"Sales","00000000354480","SP","Sudeste","FIOCRUZ/ASTRAZENECA","4,784","2,253","2,530","0","1","0"
"Sales","00000000354480","SP","Sudeste","JANSSEN","221","0","0","0","61","160"
"Sales","00000000354480","SP","Sudeste","PFIZER/BIONTECH","4,862","1,340","1,509","14","1,999","0"
"Sales Oliveira","00000000354490","SP","Sudeste","BUTANTAN/SINOVAC","7,489","3,594","3,604","2","289","0"
"Sales Oliveira","00000000354490","SP","Sudeste","FIOCRUZ/ASTRAZENECA","7,484","3,737","3,747","0","0","0"
"Sales Oliveira","00000000354490","SP","Sudeste","JANSSEN","477","0","0","0","189","288"
"Sales Oliveira","00000000354490","SP","Sudeste","PFIZER/BIONTECH","7,874","2,446","2,298","3","3,127","0"
"Salesópolis","00000000354500","SP","Sudeste","BUTANTAN/SINOVAC","11,952","5,432","5,347","25","1,148","0"
"Salesópolis","00000000354500","SP","Sudeste","FIOCRUZ/ASTRAZENECA","11,683","5,475","5,804","0","404","0"
"Salesópolis","00000000354500","SP","Sudeste","JANSSEN","787","0","0","1","316","470"
"Salesópolis","00000000354500","SP","Sudeste","PFIZER/BIONTECH","11,296","4,171","3,408","36","3,681","0"
"Salete","00000000421530","SC","Sul","BUTANTAN/SINOVAC","2,415","1,279","1,136","0","0","0"
"Salete","00000000421530","SC","Sul","FIOCRUZ/ASTRAZENECA","4,526","2,348","2,178","0","0","0"
"Salete","00000000421530","SC","Sul","JANSSEN","393","0","0","0","124","269"
"Salete","00000000421530","SC","Sul","PFIZER/BIONTECH","5,076","2,245","1,373","0","1,458","0"
"Salgadinho","00000000251300","PB","Nordeste","BUTANTAN/SINOVAC","1,124","648","475","0","1","0"
"Salgadinho","00000000251300","PB","Nordeste","FIOCRUZ/ASTRAZENECA","1,880","941","829","0","110","0"
"Salgadinho","00000000251300","PB","Nordeste","JANSSEN","113","0","0","2","39","72"
"Salgadinho","00000000251300","PB","Nordeste","PFIZER/BIONTECH","2,208","952","676","84","496","0"
"Salgadinho","00000000261210","PE","Nordeste","BUTANTAN/SINOVAC","2,219","1,236","979","0","4","0"
"Salgadinho","00000000261210","PE","Nordeste","FIOCRUZ/ASTRAZENECA","5,300","2,750","2,424","0","126","0"
"Salgadinho","00000000261210","PE","Nordeste","JANSSEN","156","0","0","0","36","120"
"Salgadinho","00000000261210","PE","Nordeste","PFIZER/BIONTECH","5,515","1,988","1,480","8","2,039","0"
"Salgado","00000000280620","SE","Nordeste","BUTANTAN/SINOVAC","7,468","4,028","3,440","0","0","0"
"Salgado","00000000280620","SE","Nordeste","FIOCRUZ/ASTRAZENECA","8,882","4,708","4,009","0","165","0"
"Salgado","00000000280620","SE","Nordeste","JANSSEN","254","0","0","0","54","200"
"Salgado","00000000280620","SE","Nordeste","PFIZER/BIONTECH","13,538","6,466","4,829","1","2,242","0"
"Salgado De São Félix","00000000251310","PB","Nordeste","BUTANTAN/SINOVAC","6,119","3,273","2,841","0","5","0"
"Salgado De São Félix","00000000251310","PB","Nordeste","FIOCRUZ/ASTRAZENECA","6,715","3,502","3,181","0","32","0"
"Salgado De São Félix","00000000251310","PB","Nordeste","JANSSEN","295","0","0","0","116","179"
"Salgado De São Félix","00000000251310","PB","Nordeste","PFIZER/BIONTECH","9,517","3,509","2,639","0","3,369","0"
"Salgado Filho","00000000412280","PR","Sul","BUTANTAN/SINOVAC","2,105","1,072","1,033","0","0","0"
"Salgado Filho","00000000412280","PR","Sul","FIOCRUZ/ASTRAZENECA","2,578","1,291","1,267","0","20","0"
"Salgado Filho","00000000412280","PR","Sul","JANSSEN","119","0","0","0","54","65"
"Salgado Filho","00000000412280","PR","Sul","PFIZER/BIONTECH","3,294","1,215","1,031","7","1,041","0"
"Salgueiro","00000000261220","PE","Nordeste","BUTANTAN/SINOVAC","20,700","10,790","9,903","0","7","0"
"Salgueiro","00000000261220","PE","Nordeste","FIOCRUZ/ASTRAZENECA","46,635","24,114","21,773","0","748","0"
"Salgueiro","00000000261220","PE","Nordeste","JANSSEN","966","0","0","0","461","505"
"Salgueiro","00000000261220","PE","Nordeste","PFIZER/BIONTECH","53,529","19,174","14,020","207","20,128","0"
"Salinas","00000000315700","MG","Sudeste","BUTANTAN/SINOVAC","12,121","6,590","5,521","4","6","0"
"Salinas","00000000315700","MG","Sudeste","FIOCRUZ/ASTRAZENECA","21,479","12,248","9,219","1","11","0"
"Salinas","00000000315700","MG","Sudeste","JANSSEN","388","0","0","0","3","385"
"Salinas","00000000315700","MG","Sudeste","PFIZER/BIONTECH","18,357","9,010","5,237","159","3,951","0"
"Salinas Da Margarida","00000000292730","BA","Nordeste","BUTANTAN/SINOVAC","5,345","2,957","2,387","0","1","0"
"Salinas Da Margarida","00000000292730","BA","Nordeste","FIOCRUZ/ASTRAZENECA","11,283","5,804","5,468","0","11","0"
"Salinas Da Margarida","00000000292730","BA","Nordeste","JANSSEN","147","0","0","0","50","97"
"Salinas Da Margarida","00000000292730","BA","Nordeste","PFIZER/BIONTECH","13,687","4,830","3,464","1","5,392","0"
"Salinópolis","00000000150620","PA","Norte","BUTANTAN/SINOVAC","16,839","9,404","7,415","4","16","0"
"Salinópolis","00000000150620","PA","Norte","FIOCRUZ/ASTRAZENECA","23,945","13,140","10,779","2","24","0"
"Salinópolis","00000000150620","PA","Norte","JANSSEN","4,112","0","0","283","886","2,943"
"Salinópolis","00000000150620","PA","Norte","PFIZER/BIONTECH","19,267","8,677","5,723","92","4,775","0"
"Salitre","00000000231195","CE","Nordeste","BUTANTAN/SINOVAC","6,098","3,637","2,459","0","2","0"
"Salitre","00000000231195","CE","Nordeste","FIOCRUZ/ASTRAZENECA","7,736","3,544","4,191","1","0","0"
"Salitre","00000000231195","CE","Nordeste","JANSSEN","205","0","0","8","75","122"
"Salitre","00000000231195","CE","Nordeste","PFIZER/BIONTECH","9,206","3,966","3,007","102","2,131","0"
"Salmourão","00000000354510","SP","Sudeste","BUTANTAN/SINOVAC","3,020","1,406","1,385","4","225","0"
"Salmourão","00000000354510","SP","Sudeste","FIOCRUZ/ASTRAZENECA","3,622","1,773","1,805","0","44","0"
"Salmourão","00000000354510","SP","Sudeste","JANSSEN","200","0","0","0","56","144"
"Salmourão","00000000354510","SP","Sudeste","PFIZER/BIONTECH","3,602","993","995","7","1,607","0"
"Saloá","00000000261230","PE","Nordeste","BUTANTAN/SINOVAC","5,765","3,047","2,717","0","1","0"
"Saloá","00000000261230","PE","Nordeste","FIOCRUZ/ASTRAZENECA","7,530","4,137","3,391","0","2","0"
"Saloá","00000000261230","PE","Nordeste","JANSSEN","150","0","0","5","46","99"
"Saloá","00000000261230","PE","Nordeste","PFIZER/BIONTECH","12,881","4,757","3,665","5","4,454","0"
"Saltinho","00000000354515","SP","Sudeste","BUTANTAN/SINOVAC","6,364","2,863","2,820","1","680","0"
"Saltinho","00000000354515","SP","Sudeste","FIOCRUZ/ASTRAZENECA","5,944","3,125","2,816","0","3","0"
"Saltinho","00000000354515","SP","Sudeste","JANSSEN","398","0","0","0","130","268"
"Saltinho","00000000354515","SP","Sudeste","PFIZER/BIONTECH","5,116","2,020","1,489","8","1,599","0"
"Saltinho","00000000421535","SC","Sul","BUTANTAN/SINOVAC","1,469","742","727","0","0","0"
"Saltinho","00000000421535","SC","Sul","FIOCRUZ/ASTRAZENECA","2,720","1,376","1,319","0","25","0"
"Saltinho","00000000421535","SC","Sul","JANSSEN","201","0","0","16","63","122"
"Saltinho","00000000421535","SC","Sul","PFIZER/BIONTECH","3,052","979","808","39","1,226","0"
"Salto","00000000354520","SP","Sudeste","BUTANTAN/SINOVAC","81,227","36,360","33,212","314","11,341","0"
"Salto","00000000354520","SP","Sudeste","FIOCRUZ/ASTRAZENECA","84,370","41,957","35,587","200","6,626","0"
"Salto","00000000354520","SP","Sudeste","JANSSEN","5,011","0","0","26","1,629","3,356"
"Salto","00000000354520","SP","Sudeste","PFIZER/BIONTECH","66,825","26,409","27,582","351","12,483","0"
"Salto Da Divisa","00000000315710","MG","Sudeste","BUTANTAN/SINOVAC","2,073","1,064","1,008","0","1","0"
"Salto Da Divisa","00000000315710","MG","Sudeste","FIOCRUZ/ASTRAZENECA","3,882","2,083","1,661","0","138","0"
"Salto Da Divisa","00000000315710","MG","Sudeste","JANSSEN","99","0","0","0","15","84"
"Salto Da Divisa","00000000315710","MG","Sudeste","PFIZER/BIONTECH","3,242","1,361","912","10","959","0"
"Salto De Pirapora","00000000354530","SP","Sudeste","BUTANTAN/SINOVAC","28,266","12,757","11,596","96","3,817","0"
"Salto De Pirapora","00000000354530","SP","Sudeste","FIOCRUZ/ASTRAZENECA","31,645","15,841","15,230","8","566","0"
"Salto De Pirapora","00000000354530","SP","Sudeste","JANSSEN","1,738","0","0","0","352","1,386"
"Salto De Pirapora","00000000354530","SP","Sudeste","PFIZER/BIONTECH","28,223","9,968","9,207","309","8,739","0"
"Salto Do Céu","00000000510775","MT","Centro-Oeste","BUTANTAN/SINOVAC","1,149","614","535","0","0","0"
"Salto Do Céu","00000000510775","MT","Centro-Oeste","FIOCRUZ/ASTRAZENECA","3,466","1,758","1,619","0","89","0"
